k_Mpc^-1,P_Mpc^3,Delta2
0.028457451431858426,65064.44624971146,0.07596298231341146
0.02880389645309529,64296.73572083292,0.0778418066051818
0.029154559144808627,63553.88044978376,0.07978693237320034
0.029509490853512767,62835.17762711847,0.08180093264394897
0.029868743550821742,62139.95201346157,0.08388649228966404
0.030232369841059294,61467.55485356852,0.08604641321425724
0.030600422968961708,60817.36262646341,0.08828361948563679
0.030972956827474092,60188.52206568212,0.09060078066239084
0.03135002596564189,59579.473993747604,0.0929995052661782
0.031731685596598294,58988.58667214511,0.0954811580036122
0.03211799160564895,58414.291021027835,0.09804704512318342
0.03250900055845516,57855.07674462755,0.1006984038800311
0.03290476970931645,57309.488850270725,0.10343639140115887
0.033305357009554316,56776.10612808104,0.10626203849190821
0.03371082111599777,56253.156409026175,0.10917548958324187
0.03412122139957233,55738.54230507041,0.11217590238349257
0.034536617953993494,55230.22418624704,0.11526208843683204
0.03495707160456621,54726.23416867829,0.11843251603586444
0.035382643917091165,54224.67402507722,0.1216852823927574
0.03581339720687979,53723.59809671594,0.12501781636476067
0.036249394547878906,53220.83503945668,0.12842637226251152
0.036690699781906394,52714.25033020814,0.13190652470113065
0.03713737752799955,52201.79638325991,0.1354532422987578
0.0375894931918768,51681.51189070786,0.13906085005770946
0.03804711297551504,51151.46768017139,0.14272284106526884
0.03851030388684335,50609.77260214851,0.14643182731130494
